mean,std,min,25%,50%,75%,max,index,label
-0.001168267225650865,1.4515575445770164,-6.498704920672558,-0.038625632111403574,-0.0015673780647524893,0.03448026712231744,9.36800328088193,12000,SIT
0.0009931917481571864,1.4967833077204298,-9.734053001518621,-0.05357512242478635,-0.004022859176108451,0.04086894331059157,9.146100048118852,66000,WALK
-0.001765285643479503,1.3962537341616186,-6.178900317603765,-0.03423920777472128,-0.0020070180516358893,0.030213734205914944,8.859962715007729,74000,IDLE
0.0002420449110527122,1.3735800059648364,-6.747578703927584,-0.04192846930265426,-0.003929705875014733,0.0342461100579356,7.103893181295661,26000,SIT
0.00485702098950029,1.5587717423759664,-10.83741244781568,-0.04352573582831121,-0.0008415416616185389,0.046254228080306825,9.804012616175289,14000,WALK
-0.0031426539716050634,1.2574888127536243,-6.747337261038352,-0.04067221130428764,-0.004829525013388292,0.027872123071970956,7.695224949100663,52000,IDLE
-0.0001157427937375143,1.4293740773139727,-7.065475334142084,-0.060365821071263995,-0.007535653215978044,0.03689636293651766,9.219001049716711,84000,WALK
-0.0009122038384540933,1.339871280807526,-8.402189122417317,-0.04680523502486367,-0.006410472864005645,0.033168480717672644,8.770040255992782,50000,SIT
2.9880383153270456e-05,1.3690594220599648,-6.845851519281145,-0.05028224044952889,-0.004786024717532145,0.04295979881234668,8.218577312122465,38000,WALK
0.0005503413084999461,1.3351114897810201,-6.302787060506245,-0.034971878680445045,-0.0032814732263695134,0.03445105575199381,7.218417507481238,62000,IDLE
-0.004840382353440359,1.418600496361893,-6.617088190053403,-0.051276180047106434,-0.006797747652740105,0.036010223530998475,8.581508582865453,72000,SIT
-0.0011905846531036538,1.5167339669851407,-12.581126747254043,-0.046653023985677736,-0.006955469378357559,0.03558619651123185,13.83203084256887,6000,WALK
6.834033698672604e-05,1.3494819032392222,-6.2936932970599715,-0.035864514341410345,-0.002081281008606495,0.03257879536556008,8.445171305830382,80000,IDLE
0.0009632497837670239,1.2440508698728499,-6.849645507400687,-0.03618477136291842,-0.003776505228763938,0.026014514312288073,8.069574545826235,46000,IDLE
0.00341079352246459,1.5492330100442078,-19.704989690880375,-0.060371636681818774,-0.012163070532389852,0.03138616647879883,12.6012436589013,40000,WALK
-0.0015807457111395584,1.3236923825528721,-6.8227178736852245,-0.031712523351211,-0.002310054519267579,0.028285204060454205,8.92258028146433,8000,IDLE
0.00246836527996795,2.3560923907369156,-35.9526598524233,-0.04262629714873989,-0.004097824445598919,0.042956968980097265,65.68100479343529,24000,WALK
-0.001798761898788838,1.4210216975276544,-6.340390262596026,-0.02572598165358536,0.004727213754012305,0.043534184790643526,8.750147503606001,84000,IDLE
0.0007651487651598388,1.5394010707973889,-6.6194402077812216,-0.047288065368715076,9.429087098911104e-05,0.047141957584347416,8.805904031387891,68000,WALK
-0.002441818948522161,1.3797182309039684,-6.7675472316992025,-0.05874247687724691,-0.005292024748661195,0.04883505346560968,8.274449300845577,88000,WALK
-0.0007429931317141102,1.6534575283215067,-10.1994427723546,-0.0491675327464266,-0.0008988125958877546,0.04529311549605014,9.749133505644812,34000,WALK
1.554217873897036e-05,1.419184375206012,-6.781567643998575,-0.04557987682184761,-0.003156567009727773,0.040286254577153624,8.573876021626432,98000,SIT
0.0011939972926048356,1.3614374973464431,-6.837444220404432,-0.03857125990299248,-0.004965882588635062,0.03219377902866617,8.90498804432117,50000,IDLE
-0.00027619404723971665,1.4500424885340486,-6.348785137407026,-0.04017541811240655,0.0052824069477355184,0.05112497428865059,8.994649289226398,66000,SIT
-0.00827990668029817,1.4708802348650287,-6.399251331948916,-0.07204892096236992,0.0036037524760912376,0.05191902072485011,7.792894521941402,2000,IDLE
0.0016514014622608,1.386506739970356,-6.582475257335267,-0.04092953890370099,-0.002797646551804256,0.038715613085057665,8.811914203834426,32000,SIT
-0.004559408043219187,1.4651062103438068,-8.409541047516173,-0.04282013787663963,-0.0007140384581816317,0.043437546737736976,8.69807573605819,26000,WALK
